Student_ID,Sleep_Hours,Assignment_Count,Screen_Time_Hours,Attendance_Percentage,Study_Hours,Social_Media_Usage_Hours,Burnout_Score,Stress_Level
STU00423,7.2,14,8.0,42,7.0,0.9,49.1,Medium
STU00424,4.5,11,5.3,54,7.1,7.6,56.6,Medium
STU00425,4.5,9,11.6,64,6.7,5.4,56.7,Medium
STU00426,9.2,1,10.9,51,2.3,3.2,26.1,Low
STU00427,7.4,9,1.4,42,6.7,1.4,36.0,Medium
STU00428,3.7,11,1.1,85,6.6,6.2,47.6,Medium
STU00429,9.0,8,11.9,53,4.8,2.4,40.8,Medium
STU00430,4.7,13,2.3,74,3.5,2.6,42.9,Medium
STU00431,7.3,4,10.3,65,4.7,5.1,45.5,Medium
STU00432,8.7,2,9.6,64,9.5,3.6,37.9,Medium
STU00433,9.0,13,10.9,95,2.3,5.2,46.3,Medium
STU00434,5.4,4,1.9,42,3.0,6.7,41.1,Medium
STU00435,7.8,5,7.9,88,0.9,0.9,29.5,Low
STU00436,4.9,6,5.3,46,3.8,0.9,36.8,Medium
STU00437,5.7,15,2.0,53,0.9,1.8,41.9,Medium
STU00438,9.1,5,3.9,57,9.3,3.6,41.0,Medium
STU00439,5.0,11,8.4,74,5.2,5.0,51.2,Medium
STU00440,7.7,3,3.5,98,6.4,6.2,33.2,Low
STU00441,6.9,6,2.1,44,8.7,0.7,41.1,Medium
STU00442,5.9,14,5.7,80,8.4,4.3,59.7,Medium
STU00443,6.9,12,2.9,46,8.6,4.8,52.8,Medium
STU00444,3.6,2,9.0,94,7.3,7.6,45.6,Medium
STU00445,6.5,4,2.6,86,7.7,1.2,32.7,Low
STU00446,5.5,5,10.1,97,2.6,2.1,30.1,Low
STU00447,7.7,3,8.4,57,2.7,5.2,33.6,Low
STU00448,7.0,11,9.4,75,9.6,6.5,61.5,Medium
STU00449,6.8,4,4.4,97,8.6,2.3,35.9,Medium
STU00450,8.9,2,9.4,94,3.4,6.1,31.7,Low
STU00451,7.2,6,2.0,44,6.4,1.8,37.4,Medium
STU00452,8.6,2,10.4,66,1.5,6.2,37.2,Medium
STU00453,6.4,13,8.3,52,6.0,4.1,52.9,Medium
STU00454,3.9,8,5.3,57,0.7,7.6,45.2,Medium
STU00455,4.8,9,2.2,77,0.7,7.2,43.2,Medium
STU00456,5.5,5,7.0,67,9.7,0.6,44.0,Medium
STU00457,4.4,5,6.6,98,9.9,5.2,50.8,Medium
STU00458,7.6,14,6.7,94,1.5,2.2,34.6,Low
STU00459,4.3,4,1.6,94,4.4,6.4,30.3,Low
STU00460,9.5,10,7.6,84,7.7,1.2,37.3,Medium
STU00461,7.0,9,8.0,67,9.2,2.0,46.1,Medium
STU00462,4.6,3,7.2,69,6.0,5.4,44.5,Medium
STU00463,5.8,1,4.7,70,2.8,7.1,28.1,Low
STU00464,8.2,3,10.5,67,4.0,7.7,36.8,Medium
STU00465,7.1,15,2.9,99,1.9,7.1,40.6,Medium
STU00466,5.4,11,5.4,85,2.8,6.4,48.5,Medium
STU00467,3.9,4,1.7,92,6.3,4.0,34.9,Low
STU00468,7.2,8,11.1,54,0.9,3.5,41.6,Medium
STU00469,7.6,4,5.3,80,3.0,7.8,35.4,Medium
STU00470,4.8,9,10.4,94,9.1,1.9,52.9,Medium
STU00471,7.1,12,7.4,44,2.3,4.4,46.1,Medium
STU00472,8.1,2,10.1,79,3.7,6.5,38.5,Medium
STU00473,3.6,5,10.6,50,5.1,2.4,47.3,Medium
STU00474,5.3,3,1.8,100,1.7,6.8,29.2,Low
STU00475,5.3,14,11.1,76,7.3,4.5,59.0,Medium
STU00476,3.7,6,11.9,55,5.5,6.1,52.8,Medium
STU00477,3.6,13,9.8,87,7.9,1.1,52.8,Medium
STU00478,7.8,2,3.0,40,3.3,2.5,26.2,Low
STU00479,7.2,14,11.3,53,1.8,4.0,49.4,Medium
STU00480,6.2,1,1.7,78,5.7,1.1,22.1,Low
STU00481,7.5,0,8.7,93,2.8,1.2,22.5,Low
STU00482,8.4,5,3.1,60,3.4,7.5,32.4,Low
STU00483,7.3,11,5.5,59,5.9,3.4,42.4,Medium
STU00484,7.5,11,10.3,59,8.2,6.7,60.5,Medium
STU00485,5.7,0,10.5,68,2.4,7.1,32.9,Low
STU00486,5.4,14,8.3,60,3.4,6.8,54.5,Medium
STU00487,4.2,1,10.3,94,1.0,6.8,38.3,Medium
STU00488,5.5,6,8.0,55,8.2,0.6,49.3,Medium
STU00489,7.7,4,8.8,100,8.2,7.5,37.3,Medium
STU00490,8.9,12,7.2,58,5.7,2.9,46.0,Medium
STU00491,6.6,12,8.1,75,1.5,4.8,47.5,Medium
STU00492,5.2,7,7.7,47,1.4,2.5,38.2,Medium
STU00493,6.6,8,1.6,94,5.7,4.8,38.4,Medium
STU00494,5.5,14,7.7,75,4.8,7.4,56.8,Medium
STU00495,3.9,15,5.6,88,6.1,7.9,63.1,Medium
STU00496,6.7,0,5.0,77,6.7,6.7,28.1,Low
STU00497,6.0,3,6.0,60,8.2,5.7,46.2,Medium
STU00498,9.0,6,5.0,42,7.6,1.5,32.0,Low
STU00499,6.8,3,7.8,94,4.7,3.8,31.9,Low
STU00500,6.7,6,11.6,81,1.5,4.9,36.5,Medium
STU00501,6.0,1,5.3,46,5.3,1.0,27.9,Low
STU00502,5.6,10,10.5,82,7.7,5.4,54.3,Medium
STU00503,9.4,11,11.2,58,5.7,0.9,48.8,Medium
STU00504,9.4,11,2.3,86,3.7,5.8,32.8,Low
STU00505,5.7,13,8.6,74,1.6,4.2,47.7,Medium
STU00506,8.5,15,11.1,90,4.3,6.7,58.2,Medium
STU00507,6.6,8,5.3,52,2.2,5.8,39.5,Medium
STU00508,4.9,15,5.4,96,7.1,5.3,59.6,Medium
STU00509,6.4,10,7.8,67,9.4,4.0,48.5,Medium
STU00510,6.9,13,9.1,97,9.6,3.9,52.4,Medium
STU00511,7.0,9,1.2,50,1.6,5.0,38.7,Medium
STU00512,7.6,8,5.6,63,2.6,4.8,36.3,Medium
STU00513,8.3,10,4.7,82,1.6,4.9,30.5,Low
STU00514,7.4,1,2.2,76,4.1,2.2,22.0,Low
STU00515,7.6,14,9.0,62,9.3,1.2,52.0,Medium
STU00516,9.2,12,1.7,89,2.2,5.2,30.1,Low
STU00517,4.8,1,1.8,84,6.5,7.8,34.2,Low
STU00518,3.7,10,3.5,73,0.7,2.3,39.0,Medium
STU00519,6.9,8,9.4,69,6.1,7.3,50.3,Medium
STU00520,8.4,15,8.9,46,4.0,1.4,47.6,Medium
STU00521,5.3,8,11.4,62,6.1,1.9,47.3,Medium
STU00522,3.7,5,6.2,86,1.9,6.5,41.1,Medium
STU00523,6.0,11,4.3,57,5.3,4.4,51.7,Medium
STU00524,6.4,4,10.5,98,6.9,3.1,41.2,Medium
STU00525,7.5,3,7.6,89,8.7,1.7,38.1,Medium
STU00526,4.4,13,3.7,82,6.8,3.5,45.5,Medium
STU00527,7.8,6,8.9,67,5.8,6.1,46.8,Medium
STU00528,3.6,4,3.8,72,9.7,1.3,41.3,Medium
STU00529,5.8,14,9.5,70,8.7,3.0,60.1,Medium
STU00530,4.3,6,11.8,45,1.9,5.7,53.4,Medium
STU00531,6.6,10,6.1,43,9.4,0.7,53.2,Medium
STU00532,6.1,15,2.9,60,9.3,3.9,55.2,Medium
STU00533,7.1,5,6.1,96,9.2,7.0,43.4,Medium
STU00534,4.4,3,5.3,41,6.6,5.4,42.0,Medium
STU00535,6.1,0,4.9,80,4.6,0.5,19.0,Low
STU00536,8.1,7,1.1,44,5.3,7.8,40.2,Medium
STU00537,6.4,12,10.9,70,3.4,4.0,51.3,Medium
STU00538,5.1,6,5.4,87,6.9,5.4,37.9,Medium
STU00539,9.5,5,4.7,57,2.1,0.6,27.7,Low
STU00540,7.3,8,7.9,62,8.0,7.2,50.9,Medium
STU00541,4.2,8,2.5,58,8.9,2.2,50.3,Medium
STU00542,3.6,12,8.2,87,4.3,3.8,55.0,Medium
STU00543,6.4,8,2.5,82,4.4,1.9,28.8,Low
STU00544,6.6,7,8.8,74,2.2,3.9,38.8,Medium
STU00545,7.8,15,10.3,58,5.1,8.0,64.7,Medium
STU00546,7.2,14,4.3,49,5.1,3.2,45.4,Medium
STU00547,8.6,0,4.3,62,4.1,5.7,23.1,Low
STU00548,6.6,10,4.1,84,8.6,7.3,53.0,Medium
STU00549,6.5,11,2.7,65,1.7,4.2,34.3,Low
STU00550,7.9,1,9.2,74,7.2,2.9,28.9,Low
STU00551,6.7,6,1.3,47,0.6,6.4,35.0,Medium
STU00552,6.8,0,4.4,67,2.2,2.5,17.4,Low
STU00553,7.6,15,4.0,97,4.9,1.6,37.7,Medium
STU00554,6.7,5,2.8,97,5.5,1.4,28.9,Low
STU00555,5.5,3,2.0,47,5.8,4.2,39.2,Medium
STU00556,7.5,7,5.0,80,2.6,3.2,32.3,Low
STU00557,8.1,8,10.2,73,10.0,1.2,48.6,Medium
STU00558,5.1,0,9.0,55,0.7,0.7,23.8,Low
STU00559,8.4,1,4.7,59,0.6,2.6,16.5,Low
STU00560,8.1,9,2.7,57,3.6,6.6,34.0,Low
STU00561,5.1,10,5.3,68,6.3,3.3,43.4,Medium
STU00562,9.1,4,8.3,42,5.2,2.2,35.1,Medium
STU00563,4.8,2,5.0,84,6.4,6.0,37.2,Medium
STU00564,8.9,13,8.1,42,1.2,4.5,48.0,Medium
STU00565,3.9,15,3.3,73,5.3,0.7,49.6,Medium
STU00566,5.0,7,5.5,42,9.0,6.8,58.7,Medium
STU00567,4.3,13,7.7,80,5.9,4.2,59.7,Medium
STU00568,4.6,11,5.7,58,2.3,6.6,46.3,Medium
STU00569,9.4,7,5.3,65,7.1,6.2,38.4,Medium
STU00570,6.7,1,5.2,80,4.0,1.2,24.8,Low
STU00571,8.4,9,9.5,53,4.5,0.9,43.3,Medium
STU00572,4.6,8,4.0,40,7.0,7.4,51.4,Medium
STU00573,3.6,10,11.5,73,2.5,6.0,57.4,Medium
STU00574,8.1,12,7.8,56,7.8,3.7,50.3,Medium
STU00575,4.4,14,11.8,42,2.2,3.1,64.0,Medium
STU00576,7.8,5,5.4,77,0.8,5.9,28.7,Low
STU00577,5.6,3,2.2,96,3.2,3.4,20.5,Low
STU00578,4.7,10,11.0,100,5.8,4.3,50.9,Medium
STU00579,7.8,1,8.7,73,3.5,4.2,30.4,Low
STU00580,7.0,0,5.0,69,4.6,3.2,26.4,Low
STU00581,6.6,5,5.9,79,8.3,1.9,33.1,Low
STU00582,5.8,5,11.8,95,2.7,3.2,39.9,Medium
STU00583,4.1,8,8.7,71,1.2,5.8,50.3,Medium
STU00584,7.1,15,11.1,81,3.9,2.6,49.5,Medium
STU00585,3.8,4,11.1,81,0.5,7.7,42.0,Medium
STU00586,8.6,3,6.6,83,2.9,5.1,29.3,Low
STU00587,5.6,13,5.3,73,2.6,4.9,49.9,Medium
STU00588,6.9,1,11.3,44,5.4,2.1,39.3,Medium
STU00589,6.0,15,11.0,70,2.8,5.1,60.5,Medium
STU00590,6.1,14,1.3,64,1.1,5.2,47.1,Medium
STU00591,3.7,12,5.6,68,1.5,1.2,44.0,Medium
STU00592,6.1,3,5.5,57,1.5,7.4,35.9,Medium
STU00593,6.9,12,3.6,68,8.9,1.8,47.0,Medium
STU00594,5.5,1,6.0,84,7.8,5.8,41.1,Medium
STU00595,5.1,4,10.2,54,2.2,2.5,41.1,Medium
STU00596,9.2,6,8.0,78,8.3,4.6,45.0,Medium
STU00597,6.0,14,8.6,78,5.3,7.7,61.9,Medium
STU00598,8.1,11,10.5,96,8.4,7.8,51.2,Medium
STU00599,8.5,4,5.0,99,7.4,2.0,30.8,Low
STU00600,7.3,1,4.5,87,2.6,6.4,23.7,Low
STU00601,4.2,10,11.7,69,6.3,6.8,61.2,Medium
STU00602,5.1,10,4.3,47,3.4,2.2,47.1,Medium
STU00603,4.2,11,8.2,60,5.1,1.9,54.4,Medium
STU00604,4.3,12,1.2,57,6.2,4.3,45.2,Medium
STU00605,8.5,12,3.6,64,4.4,7.9,50.7,Medium
STU00606,4.8,15,5.9,79,8.2,2.8,53.3,Medium
STU00607,4.3,9,1.1,71,0.9,4.8,40.4,Medium
STU00608,6.7,1,5.5,48,5.0,6.8,36.6,Medium
STU00609,3.9,7,2.6,83,5.0,1.3,38.9,Medium
STU00610,9.4,0,6.1,86,7.3,3.1,26.3,Low
STU00611,8.4,3,11.5,74,5.0,6.9,41.3,Medium
STU00612,3.6,0,1.8,48,7.4,2.7,38.3,Medium
STU00613,7.5,6,2.1,73,7.0,5.0,31.6,Low
STU00614,7.6,11,5.6,91,8.9,6.0,51.4,Medium
STU00615,4.3,15,5.8,80,1.8,1.4,45.1,Medium
STU00616,8.6,6,7.1,100,1.5,2.6,27.9,Low
STU00617,7.9,4,8.0,75,4.0,3.1,29.6,Low
STU00618,6.8,12,10.4,45,0.7,0.7,43.7,Medium
STU00619,5.5,2,3.4,55,8.8,1.2,39.2,Medium
STU00620,5.4,14,1.1,79,1.2,6.6,42.4,Medium
STU00621,5.7,1,4.3,46,3.4,4.9,33.7,Low
STU00622,5.0,1,5.1,66,5.2,2.2,32.9,Low
STU00623,7.7,10,7.9,44,8.2,5.7,50.0,Medium
STU00624,4.1,13,7.8,69,7.2,2.0,53.6,Medium
STU00625,8.5,11,9.3,57,2.4,0.9,42.7,Medium
STU00626,5.3,11,7.3,76,4.0,1.3,41.7,Medium
STU00627,3.6,10,2.0,59,7.9,7.2,54.7,Medium
STU00628,8.1,10,8.5,59,4.0,2.6,46.3,Medium
STU00629,7.6,12,5.1,100,9.2,6.1,44.4,Medium
STU00630,8.8,9,4.0,65,0.8,4.3,31.5,Low
STU00631,7.0,11,3.6,82,4.6,0.8,35.7,Medium
STU00632,4.1,8,9.4,84,8.3,2.2,53.4,Medium
STU00633,6.2,7,6.5,63,5.4,2.3,37.4,Medium
STU00634,9.1,0,9.7,43,3.2,2.1,28.8,Low
STU00635,5.0,15,1.0,83,0.6,4.6,46.1,Medium
STU00636,7.5,1,1.3,49,6.2,5.8,29.0,Low
STU00637,8.0,15,4.1,55,2.1,1.4,37.9,Medium
STU00638,7.3,1,11.9,73,6.8,0.7,37.0,Medium
STU00639,6.7,8,1.9,74,2.3,2.7,29.2,Low
STU00640,5.9,7,6.6,75,8.0,5.7,51.7,Medium
STU00641,9.3,10,6.6,50,8.6,5.3,46.3,Medium
STU00642,6.5,5,2.0,76,9.6,2.0,37.8,Medium
STU00643,7.6,10,11.0,74,8.6,3.8,51.0,Medium
STU00644,3.7,2,8.7,80,6.2,5.2,46.9,Medium
STU00645,5.1,12,5.8,67,7.0,7.8,58.6,Medium
STU00646,4.7,5,9.2,85,7.5,3.2,41.4,Medium
STU00647,8.7,14,10.9,43,1.2,6.2,54.9,Medium
STU00648,6.7,0,10.6,46,5.7,1.3,35.1,Medium
STU00649,6.6,10,3.6,56,5.7,7.5,43.6,Medium
STU00650,3.6,5,1.1,52,1.8,6.4,38.4,Medium
STU00651,9.0,11,1.3,74,1.8,7.5,34.9,Low
STU00652,6.2,3,10.7,58,10.0,2.7,45.1,Medium
STU00653,8.0,10,2.8,61,8.8,7.6,47.8,Medium
STU00654,8.7,11,5.9,73,2.2,4.7,40.5,Medium
STU00655,4.3,15,10.2,97,4.9,5.4,62.8,Medium
STU00656,5.1,15,9.9,87,7.2,1.6,52.9,Medium
STU00657,5.7,1,10.6,76,5.7,1.0,34.3,Low
STU00658,8.9,0,6.9,98,8.4,7.0,36.0,Medium
STU00659,8.0,9,7.3,40,6.9,3.9,50.3,Medium
STU00660,7.5,3,6.7,41,5.4,7.3,45.2,Medium
STU00661,8.7,14,5.8,95,3.0,2.5,38.0,Medium
STU00662,5.4,10,6.7,48,6.7,0.7,43.3,Medium
STU00663,9.2,2,7.4,89,0.8,3.8,21.6,Low
STU00664,6.0,4,4.6,46,4.9,1.4,37.6,Medium
STU00665,6.0,10,11.5,47,1.9,3.9,51.0,Medium
STU00666,9.0,12,10.4,86,9.6,2.6,49.6,Medium
STU00667,4.2,7,11.1,78,9.2,6.0,59.6,Medium
STU00668,7.4,14,3.9,58,3.8,4.2,45.3,Medium
STU00669,9.2,0,2.1,67,7.1,5.8,20.7,Low
STU00670,4.6,1,2.5,67,6.3,4.6,33.3,Low
STU00671,8.0,5,6.5,75,1.0,4.7,28.4,Low
STU00672,8.6,9,3.5,47,6.2,4.8,39.4,Medium
STU00673,4.5,14,11.9,41,6.6,2.4,65.9,High
STU00674,6.1,6,1.4,62,8.8,6.9,38.8,Medium
STU00675,7.4,0,5.4,49,5.5,3.9,34.5,Low
STU00676,5.9,12,5.6,63,0.5,6.3,48.8,Medium
STU00677,4.6,14,10.8,74,5.7,5.5,62.4,Medium
STU00678,6.9,7,9.2,79,5.9,0.7,36.1,Medium
STU00679,7.1,8,7.1,46,4.1,5.5,44.3,Medium
STU00680,8.6,14,9.4,59,3.4,1.0,43.1,Medium
STU00681,4.2,8,8.0,84,7.8,2.5,52.6,Medium
STU00682,8.0,13,7.2,94,8.5,7.3,54.7,Medium
STU00683,7.6,10,9.5,97,8.6,3.0,46.1,Medium
STU00684,4.2,9,11.4,49,7.4,2.0,52.2,Medium
STU00685,7.0,9,8.0,71,9.8,3.3,51.8,Medium
STU00686,8.8,15,5.1,54,1.8,6.3,47.1,Medium
STU00687,7.0,7,10.1,66,8.1,6.8,55.2,Medium
STU00688,4.7,4,8.6,51,7.3,3.9,47.5,Medium
STU00689,8.3,5,8.1,60,6.0,3.4,39.6,Medium
STU00690,3.7,4,4.3,54,4.2,4.3,36.2,Medium
STU00691,5.6,4,7.0,96,7.8,5.0,43.5,Medium
STU00692,7.4,14,6.2,70,8.8,0.7,46.9,Medium
STU00693,8.7,15,4.2,93,4.8,7.9,43.9,Medium
STU00694,8.7,9,4.0,41,1.3,6.9,38.4,Medium
STU00695,4.5,9,5.9,47,9.7,5.6,53.6,Medium
STU00696,6.6,11,8.9,48,7.4,4.0,59.2,Medium
STU00697,7.4,11,7.2,45,4.6,1.7,46.8,Medium
STU00698,6.5,12,6.1,99,8.1,1.3,43.8,Medium
STU00699,4.6,14,2.7,75,5.0,8.0,52.0,Medium
STU00700,6.2,7,6.5,92,8.4,3.2,38.6,Medium
STU00701,3.7,13,10.5,95,2.7,7.9,53.4,Medium
STU00702,6.1,5,2.6,63,4.5,5.6,31.2,Low
STU00703,6.0,6,8.2,55,4.9,7.6,44.3,Medium
STU00704,8.1,2,3.3,81,9.9,7.4,39.6,Medium
STU00705,4.8,1,4.5,100,6.3,6.5,32.1,Low
STU00706,6.6,2,2.5,61,1.6,6.7,27.9,Low
STU00707,7.6,13,8.2,77,0.8,7.4,42.6,Medium
STU00708,8.8,8,7.7,58,0.5,2.5,31.0,Low
STU00709,8.3,5,11.9,90,4.5,7.0,43.7,Medium
STU00710,6.7,0,4.6,45,8.3,5.9,36.7,Medium
STU00711,9.0,4,5.9,83,6.1,6.3,30.1,Low
STU00712,6.2,14,11.6,42,8.4,0.8,64.1,Medium
STU00713,6.5,10,11.8,49,0.7,7.3,48.1,Medium
STU00714,8.9,15,4.5,41,5.3,1.1,44.5,Medium
STU00715,7.5,11,4.2,85,1.0,3.6,33.1,Low
STU00716,4.2,12,5.6,93,3.3,1.5,40.8,Medium
STU00717,9.2,0,1.7,78,3.6,2.6,16.0,Low
STU00718,6.7,0,4.0,54,0.8,3.8,26.4,Low
STU00719,9.4,12,1.4,94,7.0,0.9,31.2,Low
STU00720,5.9,4,3.2,45,2.6,5.0,37.4,Medium
STU00721,3.6,9,11.0,76,4.5,7.4,59.8,Medium
STU00722,5.8,12,4.6,75,8.4,2.7,45.3,Medium
STU00723,9.1,13,5.4,53,4.6,2.7,46.2,Medium
STU00724,8.8,4,11.1,60,4.9,3.5,41.6,Medium
STU00725,7.2,1,4.8,82,6.7,6.6,28.1,Low
STU00726,7.1,8,7.6,53,5.1,3.5,46.6,Medium
STU00727,4.7,4,11.7,94,5.1,7.7,48.3,Medium
STU00728,7.9,1,6.7,69,5.1,7.0,32.6,Low
STU00729,8.8,13,4.8,80,9.6,1.7,45.7,Medium
STU00730,7.8,13,4.2,93,9.7,4.7,49.6,Medium
STU00731,8.4,0,2.9,100,1.2,6.9,15.2,Low
STU00732,5.7,14,11.2,58,1.6,1.0,52.1,Medium
STU00733,8.9,1,2.0,61,1.8,3.7,15.1,Low
STU00734,5.0,10,6.5,72,2.5,5.0,44.4,Medium
STU00735,5.8,12,9.6,95,8.1,0.9,45.3,Medium
STU00736,9.3,2,8.1,62,5.6,2.8,29.0,Low
STU00737,8.7,2,1.7,77,7.8,0.9,26.3,Low
STU00738,4.8,2,5.7,93,8.0,4.6,39.4,Medium
STU00739,7.8,5,8.8,70,4.6,6.7,44.2,Medium
STU00740,7.2,13,5.4,96,6.7,4.6,42.3,Medium
STU00741,9.3,14,1.6,97,4.4,1.6,30.7,Low
STU00742,6.4,11,3.1,65,9.3,1.0,47.3,Medium
STU00743,3.7,0,3.4,42,5.1,1.8,33.7,Low
STU00744,4.8,11,2.1,79,3.9,3.3,37.6,Medium
STU00745,4.8,13,1.4,68,7.0,7.1,56.8,Medium
STU00746,6.8,5,7.9,73,2.3,3.8,29.9,Low
STU00747,8.0,1,9.2,84,4.6,5.4,36.0,Medium
STU00748,8.2,4,4.0,42,5.1,1.5,31.8,Low
STU00749,8.6,11,7.2,84,9.6,7.1,48.0,Medium
STU00750,6.5,2,5.5,51,1.0,6.0,31.4,Low
STU00751,4.3,10,4.2,96,2.1,7.8,40.5,Medium
STU00752,5.3,6,3.9,77,7.8,1.9,35.6,Medium
STU00753,3.7,0,11.4,66,6.9,3.6,43.6,Medium
STU00754,7.9,11,5.8,92,9.4,6.7,51.6,Medium
STU00755,9.5,6,2.7,70,5.8,5.1,32.5,Low
STU00756,7.7,5,11.1,73,3.9,0.6,34.0,Low
STU00757,8.6,11,2.5,97,2.6,6.9,34.7,Low
STU00758,9.0,0,1.1,45,1.1,5.8,22.4,Low
STU00759,6.8,11,2.1,99,3.8,1.5,36.2,Medium
STU00760,7.3,5,6.1,96,2.4,5.8,33.8,Low
STU00761,6.8,13,4.4,63,9.9,4.7,55.3,Medium
STU00762,8.3,13,2.5,50,6.7,3.8,43.9,Medium
STU00763,5.4,13,2.5,47,4.9,0.9,48.3,Medium
STU00764,6.6,1,3.8,77,6.9,7.0,33.4,Low
STU00765,5.5,7,6.9,66,8.0,1.2,39.3,Medium
STU00766,6.8,3,1.1,56,8.8,5.4,40.1,Medium
STU00767,7.1,13,3.2,83,9.9,3.8,52.4,Medium
STU00768,6.8,0,6.0,89,3.2,8.0,33.0,Low
STU00769,8.4,10,1.4,71,5.2,0.6,31.9,Low
STU00770,9.1,4,10.7,80,6.5,7.9,44.4,Medium
STU00771,6.3,2,1.5,54,8.4,6.1,34.0,Low
STU00772,8.1,1,11.5,80,1.3,4.0,23.7,Low
STU00773,9.3,10,9.8,100,1.0,3.7,33.2,Low
STU00774,8.7,6,2.5,100,6.3,7.3,37.6,Medium
STU00775,7.5,15,5.4,54,8.8,5.9,62.3,Medium
STU00776,7.4,9,11.4,51,7.2,0.5,46.0,Medium
STU00777,6.0,6,8.3,75,8.7,2.4,49.2,Medium
STU00778,4.5,5,8.7,85,5.9,2.2,45.6,Medium
STU00779,6.1,14,10.1,45,7.6,2.9,62.4,Medium
STU00780,6.0,13,9.2,100,9.8,1.8,51.7,Medium
STU00781,6.6,5,6.3,86,4.2,6.7,37.7,Medium
STU00782,6.8,8,10.7,66,5.6,4.0,43.1,Medium
STU00783,4.5,1,9.8,88,9.6,2.5,43.2,Medium
STU00784,5.7,12,11.8,98,9.1,6.6,60.8,Medium
STU00785,7.5,12,2.2,80,0.9,7.2,37.9,Medium
STU00786,7.9,4,9.8,59,7.4,2.2,40.2,Medium
STU00787,5.3,2,4.8,54,1.4,3.5,34.0,Low
STU00788,5.3,13,3.4,56,2.3,2.5,47.1,Medium
STU00789,4.7,0,1.8,86,7.7,0.9,23.7,Low
STU00790,9.2,12,5.2,44,5.1,7.1,48.4,Medium
STU00791,3.6,5,2.4,70,6.2,3.5,37.2,Medium
STU00792,6.7,3,5.3,42,2.6,7.0,37.4,Medium
STU00793,3.7,2,5.9,58,1.6,1.9,32.1,Low
STU00794,3.5,8,3.9,74,1.8,4.7,44.8,Medium
STU00795,3.8,1,11.1,64,8.1,2.4,42.3,Medium
STU00796,6.9,10,7.7,87,6.5,3.6,49.2,Medium
STU00797,5.6,10,9.5,77,6.2,4.8,47.1,Medium
STU00798,4.9,0,7.6,65,9.9,5.7,43.2,Medium
STU00799,4.5,9,1.1,99,1.0,3.0,27.8,Low
STU00800,5.8,7,7.9,53,4.8,5.5,49.1,Medium
STU00801,6.9,8,3.4,90,7.3,6.9,40.8,Medium
STU00802,5.7,12,6.2,58,3.9,1.8,46.1,Medium
STU00803,4.7,7,11.5,61,9.6,1.8,57.0,Medium
STU00804,8.1,10,7.7,62,7.6,7.9,53.4,Medium
STU00805,8.0,8,3.7,46,1.6,4.3,38.8,Medium
STU00806,7.7,4,7.8,67,3.6,3.2,31.3,Low
STU00807,3.8,7,2.4,64,6.5,3.1,44.1,Medium
STU00808,9.0,8,6.6,49,3.7,3.9,39.7,Medium
STU00809,9.0,1,10.3,52,2.0,1.6,31.0,Low
STU00810,7.9,12,11.3,45,6.0,6.0,60.8,Medium
STU00811,9.2,0,6.6,67,3.2,3.8,23.1,Low
STU00812,6.8,10,2.9,54,1.6,4.9,41.5,Medium
STU00813,9.4,9,10.7,72,1.5,7.7,38.2,Medium
STU00814,7.9,6,2.9,68,1.1,5.9,33.1,Low
STU00815,8.0,13,3.4,44,5.5,7.7,49.3,Medium
STU00816,5.4,11,11.0,100,8.6,3.2,52.2,Medium
STU00817,7.3,12,10.9,91,1.7,4.8,49.4,Medium
STU00818,7.5,6,6.4,90,9.0,7.5,43.2,Medium
STU00819,7.4,9,11.8,57,1.9,4.1,42.5,Medium
STU00820,3.5,8,11.2,46,2.3,7.7,61.6,Medium
STU00821,3.5,10,4.6,44,1.8,4.9,47.4,Medium
STU00822,7.4,13,8.5,81,3.4,1.1,38.7,Medium
STU00823,8.2,10,3.8,79,3.5,1.0,28.2,Low
STU00824,5.6,13,7.0,62,2.4,7.5,57.8,Medium
STU00825,4.5,10,8.2,95,1.1,3.3,36.2,Medium
STU00826,9.3,4,10.2,63,5.4,7.4,41.2,Medium
STU00827,8.0,1,2.4,80,8.6,5.1,28.0,Low
STU00828,6.9,14,10.9,42,6.0,5.1,65.2,High
STU00829,6.4,5,3.8,84,2.4,4.7,31.6,Low
STU00830,7.2,2,3.9,54,0.8,6.6,26.1,Low
STU00831,5.5,10,10.6,46,8.5,3.1,53.8,Medium
STU00832,7.7,9,9.6,88,0.6,0.5,30.1,Low
STU00833,6.9,13,11.8,59,9.5,2.1,64.6,Medium
STU00834,5.6,12,10.8,83,2.1,5.4,50.5,Medium
STU00835,7.2,7,4.1,93,4.9,5.4,32.0,Low
STU00836,5.0,15,9.6,76,1.9,5.2,53.1,Medium
STU00837,8.2,3,1.3,71,1.2,5.8,18.2,Low
STU00838,6.2,2,6.3,100,5.4,3.7,30.7,Low
STU00839,7.3,6,6.8,67,2.2,5.1,40.5,Medium
STU00840,4.3,6,9.7,62,9.7,7.1,53.5,Medium
STU00841,6.4,7,6.7,63,7.2,6.7,46.7,Medium
STU00842,7.4,12,10.6,56,2.2,4.2,47.5,Medium
STU00843,6.0,4,6.0,54,7.5,4.9,42.5,Medium
STU00844,6.3,13,5.6,61,9.1,3.1,58.9,Medium
STU00845,5.0,13,1.6,88,7.0,4.0,51.5,Medium
STU00846,6.4,5,1.4,78,1.7,5.2,28.0,Low
STU00847,9.5,4,1.9,90,4.6,4.2,19.4,Low
